index	label	cortex	subcortex	cerebellum
112	7Networks_RH_Vis_12	True	False	False
113	7Networks_RH_Vis_13	True	False	False
114	7Networks_RH_Vis_14	True	False	False
115	7Networks_RH_Vis_15	True	False	False
116	7Networks_RH_SomMot_1	True	False	False
117	7Networks_RH_SomMot_2	True	False	False
118	7Networks_RH_SomMot_3	True	False	False
119	7Networks_RH_SomMot_4	True	False	False
120	7Networks_RH_SomMot_5	True	False	False
121	7Networks_RH_SomMot_6	True	False	False
122	7Networks_RH_SomMot_7	True	False	False
123	7Networks_RH_SomMot_8	True	False	False
124	7Networks_RH_SomMot_9	True	False	False
125	7Networks_RH_SomMot_10	True	False	False
126	7Networks_RH_SomMot_11	True	False	False
127	7Networks_RH_SomMot_12	True	False	False
128	7Networks_RH_SomMot_13	True	False	False
129	7Networks_RH_SomMot_14	True	False	False
130	7Networks_RH_SomMot_15	True	False	False
131	7Networks_RH_SomMot_16	True	False	False
132	7Networks_RH_SomMot_17	True	False	False
133	7Networks_RH_SomMot_18	True	False	False
134	7Networks_RH_SomMot_19	True	False	False
135	7Networks_RH_DorsAttn_Post_1	True	False	False
136	7Networks_RH_DorsAttn_Post_2	True	False	False
137	7Networks_RH_DorsAttn_Post_3	True	False	False
138	7Networks_RH_DorsAttn_Post_4	True	False	False
139	7Networks_RH_DorsAttn_Post_5	True	False	False
140	7Networks_RH_DorsAttn_Post_6	True	False	False
141	7Networks_RH_DorsAttn_Post_7	True	False	False
142	7Networks_RH_DorsAttn_Post_8	True	False	False
143	7Networks_RH_DorsAttn_Post_9	True	False	False
144	7Networks_RH_DorsAttn_Post_10	True	False	False
145	7Networks_RH_DorsAttn_FEF_1	True	False	False
146	7Networks_RH_DorsAttn_FEF_2	True	False	False
147	7Networks_RH_DorsAttn_PrCv_1	True	False	False
148	7Networks_RH_SalVentAttn_TempOccPar_1	True	False	False
149	7Networks_RH_SalVentAttn_TempOccPar_2	True	False	False
150	7Networks_RH_SalVentAttn_TempOccPar_3	True	False	False
151	7Networks_RH_SalVentAttn_PrC_1	True	False	False
152	7Networks_RH_SalVentAttn_FrOperIns_1	True	False	False
153	7Networks_RH_SalVentAttn_FrOperIns_2	True	False	False
154	7Networks_RH_SalVentAttn_FrOperIns_3	True	False	False
155	7Networks_RH_SalVentAttn_FrOperIns_4	True	False	False
156	7Networks_RH_SalVentAttn_Med_1	True	False	False
157	7Networks_RH_SalVentAttn_Med_2	True	False	False
158	7Networks_RH_SalVentAttn_Med_3	True	False	False
159	7Networks_RH_Limbic_OFC_1	True	False	False
160	7Networks_RH_Limbic_OFC_2	True	False	False
161	7Networks_RH_Limbic_OFC_3	True	False	False
162	7Networks_RH_Limbic_TempPole_1	True	False	False
163	7Networks_RH_Limbic_TempPole_2	True	False	False
164	7Networks_RH_Limbic_TempPole_3	True	False	False
165	7Networks_RH_Cont_Par_1	True	False	False
166	7Networks_RH_Cont_Par_2	True	False	False
167	7Networks_RH_Cont_Par_3	True	False	False
168	7Networks_RH_Cont_Temp_1	True	False	False
169	7Networks_RH_Cont_PFCv_1	True	False	False
170	7Networks_RH_Cont_PFCl_1	True	False	False
171	7Networks_RH_Cont_PFCl_2	True	False	False
172	7Networks_RH_Cont_PFCl_3	True	False	False
173	7Networks_RH_Cont_PFCl_4	True	False	False
174	7Networks_RH_Cont_PFCl_5	True	False	False
175	7Networks_RH_Cont_PFCl_6	True	False	False
176	7Networks_RH_Cont_PFCl_7	True	False	False
177	7Networks_RH_Cont_pCun_1	True	False	False
178	7Networks_RH_Cont_Cing_1	True	False	False
179	7Networks_RH_Cont_Cing_2	True	False	False
180	7Networks_RH_Cont_PFCmp_1	True	False	False
181	7Networks_RH_Cont_PFCmp_2	True	False	False
182	7Networks_RH_Default_Par_1	True	False	False
183	7Networks_RH_Default_Par_2	True	False	False
184	7Networks_RH_Default_Par_3	True	False	False
185	7Networks_RH_Default_Temp_1	True	False	False
186	7Networks_RH_Default_Temp_2	True	False	False
187	7Networks_RH_Default_Temp_3	True	False	False
188	7Networks_RH_Default_Temp_4	True	False	False
189	7Networks_RH_Default_Temp_5	True	False	False
190	7Networks_RH_Default_PFCv_1	True	False	False
191	7Networks_RH_Default_PFCdPFCm_1	True	False	False
192	7Networks_RH_Default_PFCdPFCm_2	True	False	False
193	7Networks_RH_Default_PFCdPFCm_3	True	False	False
194	7Networks_RH_Default_PFCdPFCm_4	True	False	False
195	7Networks_RH_Default_PFCdPFCm_5	True	False	False
196	7Networks_RH_Default_PFCdPFCm_6	True	False	False
197	7Networks_RH_Default_PFCdPFCm_7	True	False	False
198	7Networks_RH_Default_pCunPCC_1	True	False	False
199	7Networks_RH_Default_pCunPCC_2	True	False	False
200	7Networks_RH_Default_pCunPCC_3	True	False	False
201	HIP-head-m1-rh	False	True	False
202	HIP-head-m2-rh	False	True	False
203	THA-VAip-rh	False	True	False
204	THA-VAia-rh	False	True	False
205	HIP-head-l-rh	False	True	False
206	HIP-body-rh	False	True	False
207	HIP-tail-rh	False	True	False
208	THA-VPm-rh	False	True	False
209	THA-VPl-rh	False	True	False
210	THA-VAs-rh	False	True	False
211	THA-DAm-rh	False	True	False
212	THA-DAl-rh	False	True	False
213	PUT-VA-rh	False	True	False
214	PUT-DA-rh	False	True	False
215	PUT-VP-rh	False	True	False
216	PUT-DP-rh	False	True	False
217	CAU-VA-rh	False	True	False
218	CAU-DA-rh	False	True	False
219	CAU-body-rh	False	True	False
220	CAU-tail-rh	False	True	False
221	lAMY-rh	False	True	False
222	mAMY-rh	False	True	False
223	THA-DP-rh	False	True	False
224	NAc-shell-rh	False	True	False
225	NAc-core-rh	False	True	False
226	pGP-rh	False	True	False
227	aGP-rh	False	True	False
228	HIP-head-m1-lh	False	True	False
229	HIP-head-m2-lh	False	True	False
230	THA-VAip-lh	False	True	False
231	THA-VAia-lh	False	True	False
232	HIP-head-l-lh	False	True	False
233	HIP-body-lh	False	True	False
234	HIP-tail-lh	False	True	False
235	THA-VPm-lh	False	True	False
236	THA-VPl-lh	False	True	False
237	THA-VAs-lh	False	True	False
238	THA-DAm-lh	False	True	False
239	THA-DAl-lh	False	True	False
240	PUT-VA-lh	False	True	False
241	PUT-DA-lh	False	True	False
242	PUT-VP-lh	False	True	False
243	PUT-DP-lh	False	True	False
244	CAU-VA-lh	False	True	False
245	CAU-DA-lh	False	True	False
246	CAU-body-lh	False	True	False
247	CAU-tail-lh	False	True	False
248	lAMY-lh	False	True	False
249	mAMY-lh	False	True	False
250	THA-DP-lh	False	True	False
251	NAc-shell-lh	False	True	False
252	NAc-core-lh	False	True	False
253	pGP-lh	False	True	False
254	aGP-lh	False	True	False
255	cerebellum_Region1	False	False	True
256	cerebellum_Region2	False	False	True
257	cerebellum_Region3	False	False	True
258	cerebellum_Region4	False	False	True
259	cerebellum_Region5	False	False	True
260	cerebellum_Region6	False	False	True
261	cerebellum_Region7	False	False	True
262	cerebellum_Region8	False	False	True
263	cerebellum_Region9	False	False	True
264	cerebellum_Region10	False	False	True
