index	label	cortex	subcortex	cerebellum
112	7Networks_LH_SalVentAttn_Med_6	True	False	False
113	7Networks_LH_SalVentAttn_Med_7	True	False	False
114	7Networks_LH_Limbic_OFC_1	True	False	False
115	7Networks_LH_Limbic_OFC_2	True	False	False
116	7Networks_LH_Limbic_OFC_3	True	False	False
117	7Networks_LH_Limbic_OFC_4	True	False	False
118	7Networks_LH_Limbic_OFC_5	True	False	False
119	7Networks_LH_Limbic_TempPole_1	True	False	False
120	7Networks_LH_Limbic_TempPole_2	True	False	False
121	7Networks_LH_Limbic_TempPole_3	True	False	False
122	7Networks_LH_Limbic_TempPole_4	True	False	False
123	7Networks_LH_Limbic_TempPole_5	True	False	False
124	7Networks_LH_Limbic_TempPole_6	True	False	False
125	7Networks_LH_Limbic_TempPole_7	True	False	False
126	7Networks_LH_Limbic_TempPole_8	True	False	False
127	7Networks_LH_Cont_Par_1	True	False	False
128	7Networks_LH_Cont_Par_2	True	False	False
129	7Networks_LH_Cont_Par_3	True	False	False
130	7Networks_LH_Cont_Par_4	True	False	False
131	7Networks_LH_Cont_Par_5	True	False	False
132	7Networks_LH_Cont_Par_6	True	False	False
133	7Networks_LH_Cont_Temp_1	True	False	False
134	7Networks_LH_Cont_OFC_1	True	False	False
135	7Networks_LH_Cont_PFCl_1	True	False	False
136	7Networks_LH_Cont_PFCl_2	True	False	False
137	7Networks_LH_Cont_PFCl_3	True	False	False
138	7Networks_LH_Cont_PFCl_4	True	False	False
139	7Networks_LH_Cont_PFCl_5	True	False	False
140	7Networks_LH_Cont_PFCl_6	True	False	False
141	7Networks_LH_Cont_PFCl_7	True	False	False
142	7Networks_LH_Cont_PFCl_8	True	False	False
143	7Networks_LH_Cont_PFCv_1	True	False	False
144	7Networks_LH_Cont_pCun_1	True	False	False
145	7Networks_LH_Cont_pCun_2	True	False	False
146	7Networks_LH_Cont_Cing_1	True	False	False
147	7Networks_LH_Cont_Cing_2	True	False	False
148	7Networks_LH_Cont_PFCmp_1	True	False	False
149	7Networks_LH_Default_Temp_1	True	False	False
150	7Networks_LH_Default_Temp_2	True	False	False
151	7Networks_LH_Default_Temp_3	True	False	False
152	7Networks_LH_Default_Temp_4	True	False	False
153	7Networks_LH_Default_Temp_5	True	False	False
154	7Networks_LH_Default_Temp_6	True	False	False
155	7Networks_LH_Default_Temp_7	True	False	False
156	7Networks_LH_Default_Temp_8	True	False	False
157	7Networks_LH_Default_Temp_9	True	False	False
158	7Networks_LH_Default_Temp_10	True	False	False
159	7Networks_LH_Default_Par_1	True	False	False
160	7Networks_LH_Default_Par_2	True	False	False
161	7Networks_LH_Default_Par_3	True	False	False
162	7Networks_LH_Default_Par_4	True	False	False
163	7Networks_LH_Default_Par_5	True	False	False
164	7Networks_LH_Default_Par_6	True	False	False
165	7Networks_LH_Default_Par_7	True	False	False
166	7Networks_LH_Default_PFC_1	True	False	False
167	7Networks_LH_Default_PFC_2	True	False	False
168	7Networks_LH_Default_PFC_3	True	False	False
169	7Networks_LH_Default_PFC_4	True	False	False
170	7Networks_LH_Default_PFC_5	True	False	False
171	7Networks_LH_Default_PFC_6	True	False	False
172	7Networks_LH_Default_PFC_7	True	False	False
173	7Networks_LH_Default_PFC_8	True	False	False
174	7Networks_LH_Default_PFC_9	True	False	False
175	7Networks_LH_Default_PFC_10	True	False	False
176	7Networks_LH_Default_PFC_11	True	False	False
177	7Networks_LH_Default_PFC_12	True	False	False
178	7Networks_LH_Default_PFC_13	True	False	False
179	7Networks_LH_Default_PFC_14	True	False	False
180	7Networks_LH_Default_PFC_15	True	False	False
181	7Networks_LH_Default_PFC_16	True	False	False
182	7Networks_LH_Default_PFC_17	True	False	False
183	7Networks_LH_Default_PFC_18	True	False	False
184	7Networks_LH_Default_PFC_19	True	False	False
185	7Networks_LH_Default_PFC_20	True	False	False
186	7Networks_LH_Default_PFC_21	True	False	False
187	7Networks_LH_Default_PFC_22	True	False	False
188	7Networks_LH_Default_PFC_23	True	False	False
189	7Networks_LH_Default_PFC_24	True	False	False
190	7Networks_LH_Default_pCunPCC_1	True	False	False
191	7Networks_LH_Default_pCunPCC_2	True	False	False
192	7Networks_LH_Default_pCunPCC_3	True	False	False
193	7Networks_LH_Default_pCunPCC_4	True	False	False
194	7Networks_LH_Default_pCunPCC_5	True	False	False
195	7Networks_LH_Default_pCunPCC_6	True	False	False
196	7Networks_LH_Default_pCunPCC_7	True	False	False
197	7Networks_LH_Default_pCunPCC_8	True	False	False
198	7Networks_LH_Default_pCunPCC_9	True	False	False
199	7Networks_LH_Default_pCunPCC_10	True	False	False
200	7Networks_LH_Default_pCunPCC_11	True	False	False
201	7Networks_RH_Vis_1	True	False	False
202	7Networks_RH_Vis_2	True	False	False
203	7Networks_RH_Vis_3	True	False	False
204	7Networks_RH_Vis_4	True	False	False
205	7Networks_RH_Vis_5	True	False	False
206	7Networks_RH_Vis_6	True	False	False
207	7Networks_RH_Vis_7	True	False	False
208	7Networks_RH_Vis_8	True	False	False
209	7Networks_RH_Vis_9	True	False	False
210	7Networks_RH_Vis_10	True	False	False
211	7Networks_RH_Vis_11	True	False	False
212	7Networks_RH_Vis_12	True	False	False
213	7Networks_RH_Vis_13	True	False	False
214	7Networks_RH_Vis_14	True	False	False
215	7Networks_RH_Vis_15	True	False	False
216	7Networks_RH_Vis_16	True	False	False
217	7Networks_RH_Vis_17	True	False	False
218	7Networks_RH_Vis_18	True	False	False
219	7Networks_RH_Vis_19	True	False	False
220	7Networks_RH_Vis_20	True	False	False
221	7Networks_RH_Vis_21	True	False	False
222	7Networks_RH_Vis_22	True	False	False
223	7Networks_RH_Vis_23	True	False	False
224	7Networks_RH_Vis_24	True	False	False
225	7Networks_RH_Vis_25	True	False	False
226	7Networks_RH_Vis_26	True	False	False
227	7Networks_RH_Vis_27	True	False	False
228	7Networks_RH_Vis_28	True	False	False
229	7Networks_RH_Vis_29	True	False	False
230	7Networks_RH_Vis_30	True	False	False
231	7Networks_RH_SomMot_1	True	False	False
232	7Networks_RH_SomMot_2	True	False	False
233	7Networks_RH_SomMot_3	True	False	False
234	7Networks_RH_SomMot_4	True	False	False
235	7Networks_RH_SomMot_5	True	False	False
236	7Networks_RH_SomMot_6	True	False	False
237	7Networks_RH_SomMot_7	True	False	False
238	7Networks_RH_SomMot_8	True	False	False
239	7Networks_RH_SomMot_9	True	False	False
240	7Networks_RH_SomMot_10	True	False	False
241	7Networks_RH_SomMot_11	True	False	False
242	7Networks_RH_SomMot_12	True	False	False
243	7Networks_RH_SomMot_13	True	False	False
244	7Networks_RH_SomMot_14	True	False	False
245	7Networks_RH_SomMot_15	True	False	False
246	7Networks_RH_SomMot_16	True	False	False
247	7Networks_RH_SomMot_17	True	False	False
248	7Networks_RH_SomMot_18	True	False	False
249	7Networks_RH_SomMot_19	True	False	False
250	7Networks_RH_SomMot_20	True	False	False
251	7Networks_RH_SomMot_21	True	False	False
252	7Networks_RH_SomMot_22	True	False	False
253	7Networks_RH_SomMot_23	True	False	False
254	7Networks_RH_SomMot_24	True	False	False
255	7Networks_RH_SomMot_25	True	False	False
256	7Networks_RH_SomMot_26	True	False	False
257	7Networks_RH_SomMot_27	True	False	False
258	7Networks_RH_SomMot_28	True	False	False
259	7Networks_RH_SomMot_29	True	False	False
260	7Networks_RH_SomMot_30	True	False	False
261	7Networks_RH_SomMot_31	True	False	False
262	7Networks_RH_SomMot_32	True	False	False
263	7Networks_RH_SomMot_33	True	False	False
264	7Networks_RH_SomMot_34	True	False	False
265	7Networks_RH_SomMot_35	True	False	False
266	7Networks_RH_SomMot_36	True	False	False
267	7Networks_RH_SomMot_37	True	False	False
268	7Networks_RH_SomMot_38	True	False	False
269	7Networks_RH_SomMot_39	True	False	False
270	7Networks_RH_SomMot_40	True	False	False
271	7Networks_RH_DorsAttn_Post_1	True	False	False
272	7Networks_RH_DorsAttn_Post_2	True	False	False
273	7Networks_RH_DorsAttn_Post_3	True	False	False
274	7Networks_RH_DorsAttn_Post_4	True	False	False
275	7Networks_RH_DorsAttn_Post_5	True	False	False
276	7Networks_RH_DorsAttn_Post_6	True	False	False
277	7Networks_RH_DorsAttn_Post_7	True	False	False
278	7Networks_RH_DorsAttn_Post_8	True	False	False
279	7Networks_RH_DorsAttn_Post_9	True	False	False
280	7Networks_RH_DorsAttn_Post_10	True	False	False
281	7Networks_RH_DorsAttn_Post_11	True	False	False
282	7Networks_RH_DorsAttn_Post_12	True	False	False
283	7Networks_RH_DorsAttn_Post_13	True	False	False
284	7Networks_RH_DorsAttn_Post_14	True	False	False
285	7Networks_RH_DorsAttn_Post_15	True	False	False
286	7Networks_RH_DorsAttn_Post_16	True	False	False
287	7Networks_RH_DorsAttn_Post_17	True	False	False
288	7Networks_RH_DorsAttn_Post_18	True	False	False
289	7Networks_RH_DorsAttn_Post_19	True	False	False
290	7Networks_RH_DorsAttn_FEF_1	True	False	False
291	7Networks_RH_DorsAttn_FEF_2	True	False	False
292	7Networks_RH_DorsAttn_FEF_3	True	False	False
293	7Networks_RH_DorsAttn_PrCv_1	True	False	False
294	7Networks_RH_SalVentAttn_TempOccPar_1	True	False	False
295	7Networks_RH_SalVentAttn_TempOccPar_2	True	False	False
296	7Networks_RH_SalVentAttn_TempOccPar_3	True	False	False
297	7Networks_RH_SalVentAttn_TempOccPar_4	True	False	False
298	7Networks_RH_SalVentAttn_TempOccPar_5	True	False	False
299	7Networks_RH_SalVentAttn_TempOccPar_6	True	False	False
300	7Networks_RH_SalVentAttn_TempOccPar_7	True	False	False
301	7Networks_RH_SalVentAttn_PrC_1	True	False	False
302	7Networks_RH_SalVentAttn_FrOperIns_1	True	False	False
303	7Networks_RH_SalVentAttn_FrOperIns_2	True	False	False
304	7Networks_RH_SalVentAttn_FrOperIns_3	True	False	False
305	7Networks_RH_SalVentAttn_FrOperIns_4	True	False	False
306	7Networks_RH_SalVentAttn_FrOperIns_5	True	False	False
307	7Networks_RH_SalVentAttn_FrOperIns_6	True	False	False
308	7Networks_RH_SalVentAttn_FrOperIns_7	True	False	False
309	7Networks_RH_SalVentAttn_FrOperIns_8	True	False	False
310	7Networks_RH_SalVentAttn_PFCl_1	True	False	False
311	7Networks_RH_SalVentAttn_Med_1	True	False	False
312	7Networks_RH_SalVentAttn_Med_2	True	False	False
313	7Networks_RH_SalVentAttn_Med_3	True	False	False
314	7Networks_RH_SalVentAttn_Med_4	True	False	False
315	7Networks_RH_SalVentAttn_Med_5	True	False	False
316	7Networks_RH_SalVentAttn_Med_6	True	False	False
317	7Networks_RH_SalVentAttn_Med_7	True	False	False
318	7Networks_RH_SalVentAttn_Med_8	True	False	False
319	7Networks_RH_Limbic_OFC_1	True	False	False
320	7Networks_RH_Limbic_OFC_2	True	False	False
321	7Networks_RH_Limbic_OFC_3	True	False	False
322	7Networks_RH_Limbic_OFC_4	True	False	False
323	7Networks_RH_Limbic_OFC_5	True	False	False
324	7Networks_RH_Limbic_OFC_6	True	False	False
325	7Networks_RH_Limbic_TempPole_1	True	False	False
326	7Networks_RH_Limbic_TempPole_2	True	False	False
327	7Networks_RH_Limbic_TempPole_3	True	False	False
328	7Networks_RH_Limbic_TempPole_4	True	False	False
329	7Networks_RH_Limbic_TempPole_5	True	False	False
330	7Networks_RH_Limbic_TempPole_6	True	False	False
331	7Networks_RH_Limbic_TempPole_7	True	False	False
332	7Networks_RH_Cont_Par_1	True	False	False
333	7Networks_RH_Cont_Par_2	True	False	False
334	7Networks_RH_Cont_Par_3	True	False	False
335	7Networks_RH_Cont_Par_4	True	False	False
336	7Networks_RH_Cont_Par_5	True	False	False
337	7Networks_RH_Cont_Par_6	True	False	False
338	7Networks_RH_Cont_Temp_1	True	False	False
339	7Networks_RH_Cont_Temp_2	True	False	False
340	7Networks_RH_Cont_PFCv_1	True	False	False
341	7Networks_RH_Cont_PFCl_1	True	False	False
342	7Networks_RH_Cont_PFCl_2	True	False	False
343	7Networks_RH_Cont_PFCl_3	True	False	False
344	7Networks_RH_Cont_PFCl_4	True	False	False
345	7Networks_RH_Cont_PFCl_5	True	False	False
346	7Networks_RH_Cont_PFCl_6	True	False	False
347	7Networks_RH_Cont_PFCl_7	True	False	False
348	7Networks_RH_Cont_PFCl_8	True	False	False
349	7Networks_RH_Cont_PFCl_9	True	False	False
350	7Networks_RH_Cont_PFCl_10	True	False	False
351	7Networks_RH_Cont_PFCl_11	True	False	False
352	7Networks_RH_Cont_PFCl_12	True	False	False
353	7Networks_RH_Cont_PFCl_13	True	False	False
354	7Networks_RH_Cont_PFCl_14	True	False	False
355	7Networks_RH_Cont_PFCl_15	True	False	False
356	7Networks_RH_Cont_pCun_1	True	False	False
357	7Networks_RH_Cont_pCun_2	True	False	False
358	7Networks_RH_Cont_Cing_1	True	False	False
359	7Networks_RH_Cont_Cing_2	True	False	False
360	7Networks_RH_Cont_PFCmp_1	True	False	False
361	7Networks_RH_Cont_PFCmp_2	True	False	False
362	7Networks_RH_Default_Par_1	True	False	False
363	7Networks_RH_Default_Par_2	True	False	False
364	7Networks_RH_Default_Par_3	True	False	False
365	7Networks_RH_Default_Par_4	True	False	False
366	7Networks_RH_Default_Par_5	True	False	False
367	7Networks_RH_Default_Temp_1	True	False	False
368	7Networks_RH_Default_Temp_2	True	False	False
369	7Networks_RH_Default_Temp_3	True	False	False
370	7Networks_RH_Default_Temp_4	True	False	False
371	7Networks_RH_Default_Temp_5	True	False	False
372	7Networks_RH_Default_Temp_6	True	False	False
373	7Networks_RH_Default_Temp_7	True	False	False
374	7Networks_RH_Default_Temp_8	True	False	False
375	7Networks_RH_Default_PFCv_1	True	False	False
376	7Networks_RH_Default_PFCv_2	True	False	False
377	7Networks_RH_Default_PFCv_3	True	False	False
378	7Networks_RH_Default_PFCv_4	True	False	False
379	7Networks_RH_Default_PFCdPFCm_1	True	False	False
380	7Networks_RH_Default_PFCdPFCm_2	True	False	False
381	7Networks_RH_Default_PFCdPFCm_3	True	False	False
382	7Networks_RH_Default_PFCdPFCm_4	True	False	False
383	7Networks_RH_Default_PFCdPFCm_5	True	False	False
384	7Networks_RH_Default_PFCdPFCm_6	True	False	False
385	7Networks_RH_Default_PFCdPFCm_7	True	False	False
386	7Networks_RH_Default_PFCdPFCm_8	True	False	False
387	7Networks_RH_Default_PFCdPFCm_9	True	False	False
388	7Networks_RH_Default_PFCdPFCm_10	True	False	False
389	7Networks_RH_Default_PFCdPFCm_11	True	False	False
390	7Networks_RH_Default_PFCdPFCm_12	True	False	False
391	7Networks_RH_Default_PFCdPFCm_13	True	False	False
392	7Networks_RH_Default_pCunPCC_1	True	False	False
393	7Networks_RH_Default_pCunPCC_2	True	False	False
394	7Networks_RH_Default_pCunPCC_3	True	False	False
395	7Networks_RH_Default_pCunPCC_4	True	False	False
396	7Networks_RH_Default_pCunPCC_5	True	False	False
397	7Networks_RH_Default_pCunPCC_6	True	False	False
398	7Networks_RH_Default_pCunPCC_7	True	False	False
399	7Networks_RH_Default_pCunPCC_8	True	False	False
400	7Networks_RH_Default_pCunPCC_9	True	False	False
401	HIP-head-m1-rh	False	True	False
402	HIP-head-m2-rh	False	True	False
403	THA-VAip-rh	False	True	False
404	THA-VAia-rh	False	True	False
405	HIP-head-l-rh	False	True	False
406	HIP-body-rh	False	True	False
407	HIP-tail-rh	False	True	False
408	THA-VPm-rh	False	True	False
409	THA-VPl-rh	False	True	False
410	THA-VAs-rh	False	True	False
411	THA-DAm-rh	False	True	False
412	THA-DAl-rh	False	True	False
413	PUT-VA-rh	False	True	False
414	PUT-DA-rh	False	True	False
415	PUT-VP-rh	False	True	False
416	PUT-DP-rh	False	True	False
417	CAU-VA-rh	False	True	False
418	CAU-DA-rh	False	True	False
419	CAU-body-rh	False	True	False
420	CAU-tail-rh	False	True	False
421	lAMY-rh	False	True	False
422	mAMY-rh	False	True	False
423	THA-DP-rh	False	True	False
424	NAc-shell-rh	False	True	False
425	NAc-core-rh	False	True	False
426	pGP-rh	False	True	False
427	aGP-rh	False	True	False
428	HIP-head-m1-lh	False	True	False
429	HIP-head-m2-lh	False	True	False
430	THA-VAip-lh	False	True	False
431	THA-VAia-lh	False	True	False
432	HIP-head-l-lh	False	True	False
433	HIP-body-lh	False	True	False
434	HIP-tail-lh	False	True	False
435	THA-VPm-lh	False	True	False
436	THA-VPl-lh	False	True	False
437	THA-VAs-lh	False	True	False
438	THA-DAm-lh	False	True	False
439	THA-DAl-lh	False	True	False
440	PUT-VA-lh	False	True	False
441	PUT-DA-lh	False	True	False
442	PUT-VP-lh	False	True	False
443	PUT-DP-lh	False	True	False
444	CAU-VA-lh	False	True	False
445	CAU-DA-lh	False	True	False
446	CAU-body-lh	False	True	False
447	CAU-tail-lh	False	True	False
448	lAMY-lh	False	True	False
449	mAMY-lh	False	True	False
450	THA-DP-lh	False	True	False
451	NAc-shell-lh	False	True	False
452	NAc-core-lh	False	True	False
453	pGP-lh	False	True	False
454	aGP-lh	False	True	False
455	cerebellum_Region1	False	False	True
456	cerebellum_Region2	False	False	True
457	cerebellum_Region3	False	False	True
458	cerebellum_Region4	False	False	True
459	cerebellum_Region5	False	False	True
460	cerebellum_Region6	False	False	True
461	cerebellum_Region7	False	False	True
462	cerebellum_Region8	False	False	True
463	cerebellum_Region9	False	False	True
464	cerebellum_Region10	False	False	True
